run_name,score_name,fold,heldout_pos_user,n_test_rows,n_test_pos_rows,day_pr_auc,day_roc_auc,day_top1_recall,n_test_users,n_test_pos_users,user_pr_auc,user_roc_auc,user_top1pct_recall,heldout_user_rank
qwen3_8b_r42_fold_aligned,adapted_nll,48,PSF0133,270441,42,0.005797294012558919,0.986487076681567,0.38095238095238093,801,1,0.06666666666666667,0.9825,0.0,15
qwen3_8b_r42_fold_aligned,base_nll,48,PSF0133,270441,42,0.0006031853757878455,0.8282002222817463,0.0,801,1,0.008620689655172414,0.85625,0.0,116
qwen3_8b_r42_fold_aligned,neg_delta_nll,48,PSF0133,270441,42,0.00012155335638525163,0.35062343496268916,0.0,801,1,0.001379310344827586,0.09499999999999997,0.0,725
qwen3_8b_r42_fold_aligned,adapted_nll,49,RAB0589,269556,9,0.00033622462425518144,0.9316734290412351,0.1111111111111111,801,1,0.05555555555555555,0.97875,0.0,18
qwen3_8b_r42_fold_aligned,base_nll,49,RAB0589,269556,9,4.612636684794323e-05,0.23141109590040573,0.0,801,1,0.0036363636363636364,0.6575,0.0,275
qwen3_8b_r42_fold_aligned,neg_delta_nll,49,RAB0589,269556,9,2.0008440295627058e-05,0.1169983548529776,0.0,801,1,0.0013477088948787063,0.07374999999999998,0.0,742
qwen3_8b_r42_fold_aligned,adapted_nll,50,RAR0725,270716,31,0.001467084950385262,0.9615975479175592,0.03225806451612903,801,1,0.03571428571428571,0.96625,0.0,28
qwen3_8b_r42_fold_aligned,base_nll,50,RAR0725,270716,31,0.0031293769650951996,0.9739779662945919,0.3870967741935484,801,1,0.02,0.93875,0.0,50
qwen3_8b_r42_fold_aligned,neg_delta_nll,50,RAR0725,270716,31,9.347467310054914e-05,0.37120388119269687,0.0,801,1,0.0014184397163120568,0.12,0.0,705
qwen3_8b_r42_fold_aligned,adapted_nll,51,RGG0064,269521,5,0.00017121882046714838,0.9380059068849345,0.0,801,1,0.025,0.95125,0.0,40
qwen3_8b_r42_fold_aligned,base_nll,51,RGG0064,269521,5,1.2340322732704426e-05,0.13891049139939743,0.0,801,1,0.001447178002894356,0.13749999999999996,0.0,691
qwen3_8b_r42_fold_aligned,neg_delta_nll,51,RGG0064,269521,5,1.18009380024622e-05,0.092779649445673,0.0,801,1,0.001349527665317139,0.07499999999999996,0.0,741
qwen3_8b_r42_fold_aligned,adapted_nll,52,RHL0992,268967,42,0.0011292618097691457,0.9341898298782189,0.023809523809523808,801,1,0.037037037037037035,0.9675,0.0,27
