layer,latent_mult,k,context_mode,feature_set,receiver_type,pair_idx,receiver_row_idx,matched_row_idx,receiver_example_id,matched_example_id,alpha,base_score,patched_score,delta,n_selected_features,n_active_receiver_tokens,selected_features,effect,strong_effect
18,4,8,dept_role,control5_active,positive,10,25380,83636,CDE1846:422,MBG3183:409,0.25,0.4740689694881439,0.42412129044532776,-0.04994767904281616,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,11,25381,69055,CDE1846:423,KCM2495:241,1.0,0.4615910053253174,0.4185570478439331,-0.04303395748138428,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,12,25382,38626,CDE1846:424,DNV1964:198,1.0,0.4656012952327728,0.41601723432540894,-0.04958406090736389,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,13,25383,23389,CDE1846:427,CCB0547:115,0.25,0.4605143070220947,0.4570811986923218,-0.0034331083297729492,5,6,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,dept_role,control5_active,positive,14,25384,84840,CDE1846:428,MCO3164:88,0.25,0.4696827530860901,0.46925702691078186,-0.00042572617530822754,5,5,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,dept_role,control5_active,positive,15,25385,119004,CDE1846:429,SLS0834:71,0.25,0.48370906710624695,0.48411479592323303,0.000405728816986084,5,6,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,dept_role,control5_active,positive,16,25386,28047,CDE1846:430,CJC1433:224,0.25,0.4298016130924225,0.43218064308166504,0.0023790299892425537,5,3,"[14177, 4087, 1870, 13823, 11909]",False,False
18,4,8,dept_role,control5_active,positive,17,25387,73383,CDE1846:431,KRB3120:304,0.25,0.46182042360305786,0.4612423777580261,-0.0005780458450317383,5,6,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,dept_role,control5_active,positive,18,25388,104221,CDE1846:434,PWM0708:178,0.75,0.41756606101989746,0.39897480607032776,-0.018591254949569702,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,19,25389,29256,CDE1846:435,CLE3098:344,1.0,0.4810541868209839,0.45769762992858887,-0.02335655689239502,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
